video_id,v_pub_datetime,v_total_comments,v_year_views,v_month_views,v_week_views,v_day_views,v_likes,v_dislikes,v_duration,v_cr_click_like_7_days,v_cr_click_dislike_7_days,v_cr_click_vtop_7_days,v_cr_click_long_view_7_days,v_cr_click_comment_7_days,v_cr_click_like_30_days,v_cr_click_dislike_30_days,v_cr_click_vtop_30_days,v_cr_click_long_view_30_days,v_cr_click_comment_30_days,v_cr_click_like_1_days,v_cr_click_dislike_1_days,v_cr_click_vtop_1_days,v_cr_click_long_view_1_days,v_cr_click_comment_1_days,v_is_hidden,v_is_deleted,v_avg_watchtime_1_day,v_avg_watchtime_7_day,v_avg_watchtime_30_day,v_frac_avg_watchtime_1_day_duration,v_frac_avg_watchtime_7_day_duration,v_frac_avg_watchtime_30_day_duration,v_category_popularity_percent_7_days,v_category_popularity_percent_30_days,v_long_views_1_days,v_long_views_7_days,v_long_views_30_days,row_number,title,description,category_id,author_id,__index_level_0__
973f24c0-15b2-434f-8740-4e2726f79c30,15.06.2024 22:58,0,556,2,0,0,0,0,7.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65638638848118,1.61675042906367,0,0,0,1,пережила свой яд,,Мультфильмы,79276150-fdaf-4626-9452-6f1ad975741d,0
1a3f527c-44b2-4f7e-9641-26f078edbf2e,18.04.2021 17:27,0,109,2,1,0,0,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,40.5,0,-0.00263852242744063,0.106860158311346,5.57080236761938,5.6496353486194,0,0,0,1,"🎓Знаете ли Вы, что  ؟    Интересные факты ! # 2🎓.mkv","🎓Знаете ли Вы, что  ?  Интересные факты ! # 2🎓 Самые интересные и смешные факты.Среди повседневных проблем и хлопот просто необходимо иногда «расслабиться». Смотрите некоторые интересные и смешные факты. #РазмышленияиФакты#топ#факты#знаете_ли_вы#знаетеливы#интересные#занимательные#обовсем#смешные#удивительные#мир#фактов#  ★Я в Социальных сетях!↓★ 🔴 Группа в VK           🔴 Одноклассники    🔴 Фейсбук                  🔴 ТЕЛЕГРАММ          🔴 ИНСТАГРАМ          /",Развлечения,16278647-5912-48af-a071-582dcfd0e354,1
2f563d09-45ef-4e27-8da0-daa74235a2e7,17.11.2022 16:36,0,163,2,2,0,0,0,1020.767,0,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,160,160,0,0.156744879095817,0.156744879095817,0.342614343749314,0.285309573487204,0,0,0,1,"ЗИМНЯЯ, ТЕПЛАЯ ШЛЯПА крючком. Как связать поля шляпы. Видео для начинающих..mp4","Шляпа связана из пряжи NAKO Sport Wool в 100гр.-120м., крючок 5мм., расход пряжи на шляпу 200гр.  Ссылка на шапочку  Ссылка ,,как соединить регилин,, ",Хобби,9afa94aa-c2a6-43fc-a0d1-175eaf7fa194,2
154fac0e-1794-4406-afa0-61f688e3a764,01.01.2010 00:00,0,10657,5227,1300,202,24,0,42.025,0,0,0,89.3846153846154,0,0.401760091830878,0,0,87.0480198966903,0,0,0,0,92.0792079207921,0,0,0,57.5792079207921,97.19,122.290606466424,1.37011797550963,2.31267102914932,2.9099489938471,0.418335904866364,0.513562244128861,186,1162,4550,1,найк,найк дрессура ,Животные,4af9b043-40f4-4288-85c6-192612dca35b,3
470b4e3e-e06d-4370-80dc-34d6a78b22db,29.11.2023 16:49,0,154,45,13,1,0,0,695.647,0,0,0,61.5384615384615,0,0,0,0,40,0,0,0,0,0,0,0,0,1,256.153846153846,178.888888888889,0.00143751069148577,0.368223892511354,0.257154690365787,9.31035798175573,9.29049664901292,0,8,18,1,SHACMAN. Шакман замена двухрядного подшипника  и заднего сальника КПП.,,Разное,841e6bd8-0015-4502-a3e9-aaa07112a585,4
d1677305-15dc-4e1d-b9fe-3eb0ef648674,11.08.2023 12:52,0,302,31,11,4,0,0,366.806,0,0,0,18.1818181818182,0,0,0,0,45.1612903225807,0,0,0,0,0,0,0,0,237.25,127.727272727273,156.483870967742,0.6467996706706,0.348214785819405,0.426612080957623,0.862815415389442,0.858930730557494,0,2,14,1,"Как правильно заряжать электросамокат, сколько времени заряжается электросамокат",подписаться на канал  плейлист. Электрические и бензиновый инструмент.  плейлист. Компьютерный мастер.  плейлист. Электросамокат.  плейлист. Я на даче -h_DsxIrBiEuaUW_An79X  плейлист. Разное ,Разное,d3105a6f-0a33-4e22-b15f-59b2bf9f8d2d,5
3fd1fd57-0cd0-405f-9089-7c350b2ba3be,02.05.2023 09:30,5,144,14,9,0,10,0,611.734,0,0,0,55.5555555555556,0,0,0,0,64.2857142857143,0,0,0,0,0,0,0,0,0,296.555555555556,349.714285714286,0,0.484778605661211,0.571677045438517,8.5640839853514,9.05613074246204,0,5,9,1,СВО 02.05 | ВКС нанесли удар по ВПК Украины | Вагнер продвинулся в Артёмовске на 120 метров | СТАВКА,,Лайфстайл,416578e6-9448-4b19-89f5-e6d9b566ae74,7
a92b5a6e-f214-455d-98b0-2ec59c095546,10.12.2023 18:01,0,106,47,41,8,0,0,715.245,0,0,0,34.1463414634146,0,0,0,0,36.1702127659574,0,0,0,0,0,0,0,0,121.25,213.951219512195,225.468085106383,0.169522331508784,0.299129975759628,0.315231962623133,7.81148599266701,8.04728540395854,0,14,17,1,обзор приватки стенд чилов,,Разное,d2475c37-3e99-4a6e-8e2c-5edb79c9a50f,8
3d298b0c-311c-4ca3-967b-dd1e6cc2b130,19.02.2024 09:54,0,403,7,1,0,0,0,1470.337,0,0,0,0,0,0,0,0,28.5714285714286,0,0,0,0,0,0,0,0,0,20,346.714285714286,0,0.0136023238210016,0.235805999382649,20.6657565251774,21.6113202794574,0,0,2,1,"Передача ""Пусть меня научат"" на ТК ""Архыз-24"". Как стать полицейским",В какой физической форме нужно быть? Как поступить в учебные заведения МВД России? Работа тира МВД по Карачаево-Черкесской Республике... Рассказывают сотрудники по боевой и служебной подготовке республиканского МВД.,Телепередачи,cd8d92bc-261a-4108-8f9d-b4c55568cc5e,10
e4683837-801e-4464-b84f-928f42294ea4,24.07.2022 21:00,1,130,6,0,0,2,0,892.76,0,0,0,0,0,0,0,0,16.6666666666667,0,0,0,0,0,0,0,0,0,0,172.333333333333,0,0,0.193034335469032,19.3861998222213,18.4632865463213,0,0,1,1,АСМР уложу тебя спать,"❤️ В этом видео я попробую уложить тебя спать и побороть твою бессонницу. Устраивайся поудобнее, закрывай глазки и наслаждайся мурашками! Спокойной ночи! ❤️  Привет! 😊 Рада видеть тебя на моем АСМР канале PandAlina ASMR! 🐼  Если это видео помогло тебе расслабиться и понравилось, то поставь пожалуйста лайк! Твоя поддержка очень важна для меня! ❤️ Приятного просмотра!❤️💋  💸 Если у тебя есть желание и возможность поддержать меня не только морально, но и финансово, то знай, я сейчас как раз коплю на: свет (контровик и проф. фоновый), камеру для съемки видео и прочий инвентарь для улучшения качества видео. Я буду очень благодарна! Каждая копеечка важна!  💜 Помощь каналу: /@PandAlina 💙 Помощь каналу: 💚 Сбербанк: 4276300056587101  #асмр #асмрдлясна #асмруложуспать ▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬  асмр,асмр для сна,асмр уложу тебя спать,для сна асмр,помогу уснуть,асмр для засыпания,асмр уложу спать,уложу спать асмр,медленный асмр,медленный асмр для сна,асмр для быстрого засыпания,асмр помогу тебе уснуть,ASMR,ASMR for sleep,ASMR I will put you to sleep,I will help you fall asleep,ASMR for falling asleep,ASMR I will put to bed,I will put to sleep ASMR,slow ASMR,slow ASMR for sleep,ASMR for fast falling asleep,ASMR will help you fall asleep",Развлечения,ba4401a1-06c9-4623-a206-5e4fbad8d2ec,11
d818f9ef-1bdd-4e5f-8188-eb13dc5cbf6a,21.05.2022 21:39,0,6245,750,235,41,3,0,280.729,0,0,0,45.1063829787234,0,0,0,0,46.9333333333333,0,0,0,0,0,0,0,0,64.3658536585366,80.1404255319149,69.9413333333333,0.229281099061859,0.285472557277356,0.249141817672322,2.82904548489189,1.88592260572098,0,106,352,1,Фиорентина - Ювентус. Обзор матча 21.05.2022,"Смотри лучший спортивный контент в одном месте!  Обзоры всех топовых матчей, лучшие аналитические программы и передачи в полном объеме теперь на нашем Rutube канале. Статистика матча:   Подписаться на канал: -Oe2w?sub_confirmation=1  Чтобы получать уведомления о новых видео, жмите на колокольчик. Больше видео с лучшими моментами матчей на нашем официальном сайте: /  Матч ТВ в соцсетях: ВКОНТАКТЕ:   TWITTER: ОДНОКЛАССНИКИ:  Скачивайте официальное приложение МАТЧ!: IOS: -store/id1051293689?mt=8 ANDROID: ;referrer=utm_source%3DMatchTVinVK  Фото анонса: Gabriele Maltinti / Stringer / Getty Images Sport / Gettyimages.ru",Спорт,47df7ce6-53b1-48b3-a6fa-c0d72f2f1f01,12
ed3f4c89-b1b0-46f5-bcbf-2d8e2832f663,30.08.2023 23:08,0,283,34,15,6,0,0,178.214,0,0,0,46.6666666666667,0,0,0,0,70.5882352941177,0,0,0,0,0,0,0,0,94.1666666666667,95.3333333333333,117.676470588235,0.528390960680231,0.534937397361225,0.660309911613203,3.05928433651731,3.70850703389523,0,7,24,1,Можно ли оставлять бассейн на зиму или НЕТ? Каркасный Бассейн INTEX. 3й год опыта,"Можно ли оставлять на зиму каркасный бассейн на даче или все же стоит начать подготовку бассейна к зиме, сливать или нет, чистить, как его правильно хранить при этом - все эти вопросы задает себе каждый дачник, имеющий на своем участке бассейн. Каркасный, надувной, большой или маленький, именитых брендов Интекс/Бествей - не имеет значения.  А вот видео, которое я снимаю зимой, стоя на замерзшем бассейне. Мы для себя сделали вывод - можно. Причем, не только можно, а нужно. Поясню почему. При каждом разборе каркасного бассейна в конце сезона, сборке в начале сезона материал, из которого изготовлен сам каркас, ровно как и сам резиновых кожух бассейна приходится расшатывать, теребить туда сюда. Всё это не лучшим образом сказывается на материале. Особенно на резиновом покрытии. Каждый излом, последующая переноска, хранение, а после - разбор его заново, к сезону, это потенциальная дырка в бассейне. По этому мы вообще не убираем его на зиму. Он зимует без проблем. Лёд расширяется вместе с бассейном. Никаких трещин и дыр нет. Таймкоды: ✅0:00 Начало обзора о зимовке бассейна интекс на даче ✅0:35 Более детальный осмотр повреждений и состояния ✅1:23 Единственное место, которое немного покосилось ✅1:50 Чем заткнуть отверстия в бассейне на зиму ✅ 2:20 Анонс будущего ролика о дровяном подогревателе для бассейнов #зимовкабассейна #каркасныйбассейн #бассейнинтекс  ⚠️Помочь нашему каналу очень просто:  ✔️ Поставь лайк 👍 или 👎 нашему видео ✔️ Напиши комментарий 💬 под видео, оставь свое мнение или задай вопрос ✔️ Поделись видео друзьям через социальные сети, им будет интересно ✔️ Посмотри другие наши видео 🎥 на канале.  🥰 Спасибо за поддержку 🧸",Разное,38a60c1d-172d-4fd9-b0b7-06f3b4213031,13
1db36ea1-1b52-4cfa-9efe-e768478b416d,15.02.2023 11:43,0,556,29,8,0,0,0,22.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.375,14.9655172413793,0,0.463480008934554,0.668551138770575,0.226489579076355,0.0845472792449157,0,0,0,1,Апартаменты Ворона и лиса г. Дзержинский ул. Бондарева 1,Мы рады гостям. ,Недвижимость,0aa10e8f-bdc8-49a8-adfd-09ee767574e6,14
61991c70-79c0-4a79-9c0c-8cee25c2b288,06.08.2024 17:41,0,204,204,204,24,0,0,36,0,0,0,47.0588235294118,0,0,0,0,47.0588235294118,0,0,0,0,0,0,0,0,24.3333333333333,20.9313725490196,20.9313725490196,0.675925925925926,0.581427015250545,0.581427015250545,10.7055811770871,12.762619857506,0,96,96,1,Санта-Барбара (заставка),Подписывайтесь на фабрику контента! У нас самое хорошее настроение! Мы удивляем вас каждый день! Лайки и подписка всегда взаимны! ;),Сериалы,4382aa29-b882-4319-90f5-af42478a8044,15
4902cdf8-86d2-48df-b9ae-629d46cb1852,19.03.2020 11:23,0,171,12,2,1,0,0,1097.421,0,0,0,0,0,0,0,0,16.6666666666667,0,0,0,0,0,0,0,0,1041,530.5,288.416666666667,0.948587643210764,0.483406094835072,0.262813147066319,1.55553866510366,1.25694212937146,0,0,2,1,✈️ ИСТОРИЯ в Самолёте! Секретная КОНЦОВКА ЛАГЕРЬ Airplane 3! КОТЁНОК ЛАЙК и ПАПА спасают САМОЛЕТ!,"Играем в Роблокс (Roblox) - ✈️ ИСТОРИЯ в Самолёте! Секретная КОНЦОВКА ЛАГЕРЬ Airplane 3! КОТЁНОК ЛАЙК и ПАПА спасают САМОЛЕТ Roblox видеоигры на канале Папа и Дочки Games.  Сегодня нас Генерал ПОНЧИК отправляет на задание! Самолет попал в руки психа, который связал всех пассажиров и говорит что у него нет друзей! Папа и Котенок Лайк отправляются на секретном самолете к пассажирскому лайнеру! Высаживаются на него и решают проблему? Однако что-то пойдет не так. Игра - Airplane 3 [Story] - -3-Story  Эти видео точно тебе понравятся:  Притворился папой и хожу тайно оцениваю дома   Оцениваем ремонты подписчиков в новом доме Отеле в Адопт МИ -thyrFgU  ПОБЕГ ИЗ ТЮРЬМЫ Стикмен в игре One LEVEL 3 ПЕРВЫЙ БОСС #2   ПОКАЗ МОД в АДОПТ МИ повтори Блогера по цвету   *********  *  Ссылка на канал Папа и Дочки Games  -OckSKV0tXt43HZfA    Получи от нас дружбу - подпишись на канал  *  Наш инстраграмм  / *  Мы ВКонтакте  *  Ютуб гейминг  -OckSKV0tXt43HZfA  *********  Все знают что Хорошие Денечки - с каналом ""ПАПА и ДОЧКИ Games"" это развлекательный семейный игровой канал приключения мульт героев РОБЛОКС игр для девочек и игр для мальчиков. С нами всегда весело и интересно! Станьте нашими друзьями. Использована музыка партнера «Production Music courtesy of Epidemic Sound»www.epidemicsound.com  #AdoptMe #roblox #Airplane",Детям,c6c19d9a-2a2c-4ac2-8ca7-af7d28ce1d9f,16
5657fba0-4ee0-42da-92b4-a9f695e0dbd1,12.09.2019 11:59,0,499,20,9,1,0,0,237.122,0,0,0,55.5555555555556,0,0,0,0,45,0,0,0,0,0,0,0,0,3,32.5555555555556,40.45,0.0126517151508506,0.13729453848886,0.170587292617303,1.51656017571008,1.38203343099963,0,5,9,1,Братья Хубиевы - Звенит звонок | Премьера трека 2019,"Скачать песню: -m.com/26lbuj    Братья Хубиевы презентовали песню «Звенит звонок». Автор трека - Борис Давидян.     Послушать и скачать композицию можно на всех крупнейших музыкальных сервисах, в том числе: #AppleMusic, #BOOM, (#Вконтакте и #Одноклассники). #ЯндексМузыка, #МузыкаБилайн  Текст песни:  Звенит звонок, пора расстаться Пора расстаться с буйной головой  Слезами горькими мать моя зальётся Ещё не скоро я вернусь домой  Слезами горькими мать моя зальётся Ещё не скоро я вернусь домой  Всего сидел четыре года А там я вздумал, вздумал убежать  Взломал я медную, медную решёточку И в путь далекий бросился бежать  Взломал я медную, медную решёточку И в путь далекий бросился бежать  Домой пришёл под воскресенье Жене всю правду в сутки рассказал  Она пошла, пошла и заявила И снова мирная, грязная тюрьма  Она пошла, пошла и заявила И снова мирная, грязная тюрьма  Салам алейкум, камера шестая Салам алейкум, узкий коридор  Салам алейкум, лысый мой начальник И ты паскуда - проклятый прокурор  Салам алейкум, лысый мой начальник И ты паскуда - проклятый прокурор",Музыка,5b83c352-db1d-4b15-b217-fd7ce4d78f2f,19
